Time,result,table,_start,_stop,_time,_measurement,dst_ip,protocol,src_ip,ack_rtt_ms,avg_latency_ms,bandwidth_mbps,jitter_ms,packet_length_bytes,retransmission,session_duration_sec,tcp_dst_port,tcp_src_port,time_delta_ms,total_data_mb,ttl,window_size,tcp_flags
2024-12-07 04:16:22.058593+00:00,_result,26,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:22.058593+00:00,network_metrics,3232235765,TCP,2562926156,39.38,10.45,0.0,54.72,0.0,0,15.56,59885.0,80.0,0.3,161.37,0.24015748031496065,0.44556343938353554,0.6956521739130435
2024-12-07 04:16:42.945667+00:00,_result,26,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:42.945667+00:00,network_metrics,3232235765,TCP,2562926156,9.92,3.22,0.0,0.23,0.0,0,11.34,59886.0,80.0,3.38,0.21,0.24015748031496065,0.0036892901618929014,0.6363636363636364
2024-12-07 04:17:09.823344+00:00,_result,26,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:17:09.823344+00:00,network_metrics,3232235765,TCP,2562926156,85.2,19.72,0.0,27.88,0.02,0,0.06,59886.0,80.0,39.43,0.33,0.0,0.0,0.0
2024-12-07 04:16:22.086763+00:00,_result,27,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:22.086763+00:00,network_metrics,3232235765,TCP,2899944355,66.24,2.51,0.0,3.55,0.0,0,0.0,59692.0,443.0,5.02,0.05,0.24015748031496065,0.0041809719996948195,0.6521739130434783
2024-12-07 04:16:22.111585+00:00,_result,28,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:22.111585+00:00,network_metrics,3232235765,TCP,3223458982,257.09,30.18,0.0,51.08,0.0,0,16.39,59643.0,443.0,24.18,0.27,0.24015748031496065,0.0038452735179674985,0.6086956521739131
2024-12-07 04:16:42.977206+00:00,_result,28,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:42.977206+00:00,network_metrics,3232235765,TCP,3223458982,13.36,3.66,0.0,1.24,0.0,0,0.12,59644.0,443.0,4.54,0.07,0.24015748031496065,0.005697384806973848,0.6363636363636364
2024-12-07 04:16:45.330293+00:00,_result,29,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:45.330293+00:00,network_metrics,3232235765,TCP,3353925370,9.48,5.41,0.0,13.73,0.0,0,10.87,60218.0,443.0,3.24,18.07,0.24015748031496065,0.45454545454545453,0.7272727272727273
2024-12-07 04:16:53.202753+00:00,_result,29,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:53.202753+00:00,network_metrics,3232235765,TCP,3353925370,761.78,9.55,0.02,49.83,0.01,0,0.42,60330.0,443.0,72.71,8310.48,0.4803149606299213,0.0,0.0
2024-12-07 04:17:01.174387+00:00,_result,29,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:17:01.174387+00:00,network_metrics,3232235765,TCP,3353925370,2.29,9.68,0.04,63.98,0.95,0,0.19,60330.0,443.0,0.0,9309.63,0.0,0.0,0.0
2024-12-07 04:17:03.176729+00:00,_result,29,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:17:03.176729+00:00,network_metrics,3232235765,TCP,3353925370,192.77,6.74,0.05,51.12,1.0,0,0.15,60330.0,443.0,0.0,9530.49,0.0,0.0,0.0
2024-12-07 04:17:05.184679+00:00,_result,29,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:17:05.184679+00:00,network_metrics,3232235765,TCP,3353925370,388.04,10.9,0.03,79.72,1.0,0,0.24,60330.0,443.0,0.0,9630.49,0.0,0.0,0.0
2024-12-07 04:17:07.545019+00:00,_result,29,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:17:07.545019+00:00,network_metrics,3232235765,TCP,3353925370,219.38,7.5,0.04,55.29,1.0,0,0.21,60330.0,443.0,0.0,9500.0,0.4803149606299213,0.0,0.0
2024-12-07 04:17:10.056441+00:00,_result,29,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:17:10.056441+00:00,network_metrics,3232235765,TCP,3353925370,2.85,2.48,0.01,15.66,1.0,0,0.53,60330.0,443.0,0.0,8170.37,0.0,0.3007246376811594,0.0
2024-12-07 04:17:13.048054+00:00,_result,29,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:17:13.048054+00:00,network_metrics,3232235765,TCP,3353925370,213.62,5.11,0.04,43.42,1.0,0,0.22,60330.0,443.0,0.0,9559.51,0.0,0.0,0.0
2024-12-07 04:16:24.561142+00:00,_result,30,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:24.561142+00:00,network_metrics,3232235765,TCP,3625466116,34.97,22.0,0.0,25.34,0.0,0,0.1,60095.0,443.0,3.35,4.19,0.24015748031496065,0.44556343938353554,0.6956521739130435
2024-12-07 04:16:24.608192+00:00,_result,31,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:24.608192+00:00,network_metrics,3232235765,TCP,3639550132,47.65,16.66,0.0,30.71,0.0,0,1.57,60078.0,443.0,4.54,7.22,0.24015748031496065,0.44556343938353554,0.6956521739130435
2024-12-07 04:16:45.447726+00:00,_result,31,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:45.447726+00:00,network_metrics,3232235765,TCP,3639550132,12.75,2.17,0.0,3.06,0.0,0,4.62,60078.0,443.0,4.33,0.04,0.24015748031496065,0.005339352428393524,0.6363636363636364
2024-12-07 04:16:24.651575+00:00,_result,32,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:24.651575+00:00,network_metrics,3232235765,TCP,3639550644,52.81,0.0,0.0,,0.0,0,0.0,59693.0,443.0,0.0,0.02,0.24015748031496065,0.005233844510566872,0.6521739130434783
2024-12-07 04:16:42.565010+00:00,_result,33,2024-12-07 04:16:15.021756+00:00,2024-12-07 04:17:15.021756+00:00,2024-12-07 04:16:42.565010+00:00,network_metrics,3232235765,TCP,577499997,12.87,14.01,0.0,13.62,0.0,0,0.01,59513.0,443.0,4.37,0.09,0.24015748031496065,0.004265255292652552,0.6363636363636364
